Province,Station,Category,Year,Cases
Free State,Odendaalsrus,Common assault,2005,656
Free State,Odendaalsrus,Common assault,2006,621
Free State,Odendaalsrus,Common assault,2007,588
Free State,Odendaalsrus,Common assault,2008,497
Free State,Odendaalsrus,Common assault,2009,448
Free State,Odendaalsrus,Common assault,2010,439
Free State,Odendaalsrus,Common assault,2011,431
Free State,Odendaalsrus,Common assault,2012,542
Free State,Odendaalsrus,Common assault,2013,465
Free State,Odendaalsrus,Common assault,2014,470
Free State,Odendaalsrus,Common assault,2015,405
Free State,Odendaalsrus,Common robbery,2005,126
Free State,Odendaalsrus,Common robbery,2006,119
Free State,Odendaalsrus,Common robbery,2007,130
Free State,Odendaalsrus,Common robbery,2008,132
Free State,Odendaalsrus,Common robbery,2009,86
Free State,Odendaalsrus,Common robbery,2010,72
Free State,Odendaalsrus,Common robbery,2011,59
Free State,Odendaalsrus,Common robbery,2012,58
Free State,Odendaalsrus,Common robbery,2013,82
Free State,Odendaalsrus,Common robbery,2014,57
Free State,Odendaalsrus,Common robbery,2015,59
Free State,Odendaalsrus,Driving under the influence of alcohol or drugs,2005,44
Free State,Odendaalsrus,Driving under the influence of alcohol or drugs,2006,32
Free State,Odendaalsrus,Driving under the influence of alcohol or drugs,2007,33
Free State,Odendaalsrus,Driving under the influence of alcohol or drugs,2008,65
Free State,Odendaalsrus,Driving under the influence of alcohol or drugs,2009,38
Free State,Odendaalsrus,Driving under the influence of alcohol or drugs,2010,47
Free State,Odendaalsrus,Driving under the influence of alcohol or drugs,2011,39
Free State,Odendaalsrus,Driving under the influence of alcohol or drugs,2012,31
Free State,Odendaalsrus,Driving under the influence of alcohol or drugs,2013,27
Free State,Odendaalsrus,Driving under the influence of alcohol or drugs,2014,35
Free State,Odendaalsrus,Driving under the influence of alcohol or drugs,2015,58
Free State,Odendaalsrus,Drug-related crime,2005,53
Free State,Odendaalsrus,Drug-related crime,2006,51
Free State,Odendaalsrus,Drug-related crime,2007,68
Free State,Odendaalsrus,Drug-related crime,2008,43
Free State,Odendaalsrus,Drug-related crime,2009,63
Free State,Odendaalsrus,Drug-related crime,2010,61
Free State,Odendaalsrus,Drug-related crime,2011,35
Free State,Odendaalsrus,Drug-related crime,2012,37
Free State,Odendaalsrus,Drug-related crime,2013,52
Free State,Odendaalsrus,Drug-related crime,2014,43
Free State,Odendaalsrus,Drug-related crime,2015,67
Free State,Odendaalsrus,Illegal possession of firearms and ammunition,2005,10
Free State,Odendaalsrus,Illegal possession of firearms and ammunition,2006,9
Free State,Odendaalsrus,Illegal possession of firearms and ammunition,2007,13
Free State,Odendaalsrus,Illegal possession of firearms and ammunition,2008,5
Free State,Odendaalsrus,Illegal possession of firearms and ammunition,2009,4
Free State,Odendaalsrus,Illegal possession of firearms and ammunition,2010,5
Free State,Odendaalsrus,Illegal possession of firearms and ammunition,2011,10
Free State,Odendaalsrus,Illegal possession of firearms and ammunition,2012,16
Free State,Odendaalsrus,Illegal possession of firearms and ammunition,2013,8
Free State,Odendaalsrus,Illegal possession of firearms and ammunition,2014,10
Free State,Odendaalsrus,Illegal possession of firearms and ammunition,2015,10
Free State,Odendaalsrus,Malicious damage to property,2005,251
Free State,Odendaalsrus,Malicious damage to property,2006,219
Free State,Odendaalsrus,Malicious damage to property,2007,258
Free State,Odendaalsrus,Malicious damage to property,2008,253
Free State,Odendaalsrus,Malicious damage to property,2009,217
Free State,Odendaalsrus,Malicious damage to property,2010,223
Free State,Odendaalsrus,Malicious damage to property,2011,231
Free State,Odendaalsrus,Malicious damage to property,2012,227
Free State,Odendaalsrus,Malicious damage to property,2013,237
Free State,Odendaalsrus,Malicious damage to property,2014,236
Free State,Odendaalsrus,Malicious damage to property,2015,214
Free State,Odendaalsrus,Murder,2005,14
Free State,Odendaalsrus,Murder,2006,28
Free State,Odendaalsrus,Murder,2007,14
Free State,Odendaalsrus,Murder,2008,22
Free State,Odendaalsrus,Murder,2009,31
Free State,Odendaalsrus,Murder,2010,21
Free State,Odendaalsrus,Murder,2011,17
Free State,Odendaalsrus,Murder,2012,36
Free State,Odendaalsrus,Murder,2013,35
Free State,Odendaalsrus,Murder,2014,35
Free State,Odendaalsrus,Murder,2015,41
Free State,Odendaalsrus,Robbery at non-residential premises,2005,0
Free State,Odendaalsrus,Robbery at non-residential premises,2006,2
Free State,Odendaalsrus,Robbery at non-residential premises,2007,11
Free State,Odendaalsrus,Robbery at non-residential premises,2008,12
Free State,Odendaalsrus,Robbery at non-residential premises,2009,27
Free State,Odendaalsrus,Robbery at non-residential premises,2010,31
Free State,Odendaalsrus,Robbery at non-residential premises,2011,39
Free State,Odendaalsrus,Robbery at non-residential premises,2012,41
Free State,Odendaalsrus,Robbery at non-residential premises,2013,27
Free State,Odendaalsrus,Robbery at non-residential premises,2014,19
Free State,Odendaalsrus,Robbery at non-residential premises,2015,16
Free State,Odendaalsrus,Robbery at residential premises,2005,0
Free State,Odendaalsrus,Robbery at residential premises,2006,0
Free State,Odendaalsrus,Robbery at residential premises,2007,3
Free State,Odendaalsrus,Robbery at residential premises,2008,2
Free State,Odendaalsrus,Robbery at residential premises,2009,12
Free State,Odendaalsrus,Robbery at residential premises,2010,28
Free State,Odendaalsrus,Robbery at residential premises,2011,18
Free State,Odendaalsrus,Robbery at residential premises,2012,18
Free State,Odendaalsrus,Robbery at residential premises,2013,20
Free State,Odendaalsrus,Robbery at residential premises,2014,10
Free State,Odendaalsrus,Robbery at residential premises,2015,22
Free State,Odendaalsrus,Robbery of cash in transit,2005,0
Free State,Odendaalsrus,Robbery of cash in transit,2006,0
Free State,Odendaalsrus,Robbery of cash in transit,2007,0
Free State,Odendaalsrus,Robbery of cash in transit,2008,0
Free State,Odendaalsrus,Robbery of cash in transit,2009,0
Free State,Odendaalsrus,Robbery of cash in transit,2010,0
Free State,Odendaalsrus,Robbery of cash in transit,2011,0
Free State,Odendaalsrus,Robbery of cash in transit,2012,0
Free State,Odendaalsrus,Robbery of cash in transit,2013,0
Free State,Odendaalsrus,Robbery of cash in transit,2014,0
Free State,Odendaalsrus,Robbery of cash in transit,2015,0
Free State,Odendaalsrus,Robbery with aggravating circumstances,2005,149
Free State,Odendaalsrus,Robbery with aggravating circumstances,2006,152
Free State,Odendaalsrus,Robbery with aggravating circumstances,2007,141
Free State,Odendaalsrus,Robbery with aggravating circumstances,2008,131
Free State,Odendaalsrus,Robbery with aggravating circumstances,2009,151
Free State,Odendaalsrus,Robbery with aggravating circumstances,2010,176
Free State,Odendaalsrus,Robbery with aggravating circumstances,2011,196
Free State,Odendaalsrus,Robbery with aggravating circumstances,2012,197
Free State,Odendaalsrus,Robbery with aggravating circumstances,2013,159
Free State,Odendaalsrus,Robbery with aggravating circumstances,2014,178
Free State,Odendaalsrus,Robbery with aggravating circumstances,2015,165
Free State,Odendaalsrus,Sexual Offences,2005,121
Free State,Odendaalsrus,Sexual Offences,2006,126
Free State,Odendaalsrus,Sexual Offences,2007,129
Free State,Odendaalsrus,Sexual Offences,2008,115
Free State,Odendaalsrus,Sexual Offences,2009,111
Free State,Odendaalsrus,Sexual Offences,2010,118
Free State,Odendaalsrus,Sexual Offences,2011,154
Free State,Odendaalsrus,Sexual Offences,2012,177
Free State,Odendaalsrus,Sexual Offences,2013,140
Free State,Odendaalsrus,Sexual Offences,2014,114
Free State,Odendaalsrus,Sexual Offences,2015,104
Free State,Odendaalsrus,Sexual offences as result of police action,2005,0
Free State,Odendaalsrus,Sexual offences as result of police action,2006,0
Free State,Odendaalsrus,Sexual offences as result of police action,2007,0
Free State,Odendaalsrus,Sexual offences as result of police action,2008,0
Free State,Odendaalsrus,Sexual offences as result of police action,2009,0
Free State,Odendaalsrus,Sexual offences as result of police action,2010,0
Free State,Odendaalsrus,Sexual offences as result of police action,2011,0
Free State,Odendaalsrus,Sexual offences as result of police action,2012,0
Free State,Odendaalsrus,Sexual offences as result of police action,2013,0
Free State,Odendaalsrus,Sexual offences as result of police action,2014,0
Free State,Odendaalsrus,Sexual offences as result of police action,2015,1
Free State,Odendaalsrus,Shoplifting,2005,39
Free State,Odendaalsrus,Shoplifting,2006,26
Free State,Odendaalsrus,Shoplifting,2007,23
Free State,Odendaalsrus,Shoplifting,2008,25
Free State,Odendaalsrus,Shoplifting,2009,27
Free State,Odendaalsrus,Shoplifting,2010,13
Free State,Odendaalsrus,Shoplifting,2011,13
Free State,Odendaalsrus,Shoplifting,2012,7
Free State,Odendaalsrus,Shoplifting,2013,20
Free State,Odendaalsrus,Shoplifting,2014,16
Free State,Odendaalsrus,Shoplifting,2015,13
Free State,Odendaalsrus,Stock-theft,2005,53
Free State,Odendaalsrus,Stock-theft,2006,24
Free State,Odendaalsrus,Stock-theft,2007,33
Free State,Odendaalsrus,Stock-theft,2008,45
Free State,Odendaalsrus,Stock-theft,2009,56
Free State,Odendaalsrus,Stock-theft,2010,49
Free State,Odendaalsrus,Stock-theft,2011,36
Free State,Odendaalsrus,Stock-theft,2012,33
Free State,Odendaalsrus,Stock-theft,2013,33
Free State,Odendaalsrus,Stock-theft,2014,44
Free State,Odendaalsrus,Stock-theft,2015,47
Free State,Odendaalsrus,Theft of motor vehicle and motorcycle,2005,39
Free State,Odendaalsrus,Theft of motor vehicle and motorcycle,2006,40
Free State,Odendaalsrus,Theft of motor vehicle and motorcycle,2007,66
Free State,Odendaalsrus,Theft of motor vehicle and motorcycle,2008,27
Free State,Odendaalsrus,Theft of motor vehicle and motorcycle,2009,21
Free State,Odendaalsrus,Theft of motor vehicle and motorcycle,2010,30
Free State,Odendaalsrus,Theft of motor vehicle and motorcycle,2011,42
Free State,Odendaalsrus,Theft of motor vehicle and motorcycle,2012,27
Free State,Odendaalsrus,Theft of motor vehicle and motorcycle,2013,19
Free State,Odendaalsrus,Theft of motor vehicle and motorcycle,2014,33
Free State,Odendaalsrus,Theft of motor vehicle and motorcycle,2015,31
Free State,Odendaalsrus,Theft out of or from motor vehicle,2005,86
Free State,Odendaalsrus,Theft out of or from motor vehicle,2006,77
Free State,Odendaalsrus,Theft out of or from motor vehicle,2007,92
Free State,Odendaalsrus,Theft out of or from motor vehicle,2008,74
Free State,Odendaalsrus,Theft out of or from motor vehicle,2009,60
Free State,Odendaalsrus,Theft out of or from motor vehicle,2010,65
Free State,Odendaalsrus,Theft out of or from motor vehicle,2011,65
Free State,Odendaalsrus,Theft out of or from motor vehicle,2012,56
Free State,Odendaalsrus,Theft out of or from motor vehicle,2013,59
Free State,Odendaalsrus,Theft out of or from motor vehicle,2014,78
Free State,Odendaalsrus,Theft out of or from motor vehicle,2015,59
Free State,Odendaalsrus,Truck hijacking,2005,0
Free State,Odendaalsrus,Truck hijacking,2006,0
Free State,Odendaalsrus,Truck hijacking,2007,0
Free State,Odendaalsrus,Truck hijacking,2008,0
Free State,Odendaalsrus,Truck hijacking,2009,0
Free State,Odendaalsrus,Truck hijacking,2010,0
Free State,Odendaalsrus,Truck hijacking,2011,2
Free State,Odendaalsrus,Truck hijacking,2012,0
Free State,Odendaalsrus,Truck hijacking,2013,0
Free State,Odendaalsrus,Truck hijacking,2014,0
Free State,Odendaalsrus,Truck hijacking,2015,0
Free State,Oranjeville,All theft not mentioned elsewhere,2005,57
Free State,Oranjeville,All theft not mentioned elsewhere,2006,52
Free State,Oranjeville,All theft not mentioned elsewhere,2007,40
Free State,Oranjeville,All theft not mentioned elsewhere,2008,51
Free State,Oranjeville,All theft not mentioned elsewhere,2009,39
Free State,Oranjeville,All theft not mentioned elsewhere,2010,22
Free State,Oranjeville,All theft not mentioned elsewhere,2011,26
Free State,Oranjeville,All theft not mentioned elsewhere,2012,29
Free State,Oranjeville,All theft not mentioned elsewhere,2013,35
Free State,Oranjeville,All theft not mentioned elsewhere,2014,21
Free State,Oranjeville,All theft not mentioned elsewhere,2015,16
Free State,Oranjeville,Arson,2005,1
Free State,Oranjeville,Arson,2006,0
Free State,Oranjeville,Arson,2007,2
Free State,Oranjeville,Arson,2008,0
Free State,Oranjeville,Arson,2009,0
Free State,Oranjeville,Arson,2010,1
Free State,Oranjeville,Arson,2011,1
Free State,Oranjeville,Arson,2012,1
Free State,Oranjeville,Arson,2013,0
Free State,Oranjeville,Arson,2014,0
Free State,Oranjeville,Arson,2015,2
Free State,Oranjeville,Assault with the intent to inflict grievous bodily harm,2005,32
Free State,Oranjeville,Assault with the intent to inflict grievous bodily harm,2006,37
Free State,Oranjeville,Assault with the intent to inflict grievous bodily harm,2007,27
Free State,Oranjeville,Assault with the intent to inflict grievous bodily harm,2008,27
Free State,Oranjeville,Assault with the intent to inflict grievous bodily harm,2009,18
Free State,Oranjeville,Assault with the intent to inflict grievous bodily harm,2010,20
Free State,Oranjeville,Assault with the intent to inflict grievous bodily harm,2011,20
Free State,Oranjeville,Assault with the intent to inflict grievous bodily harm,2012,32
Free State,Oranjeville,Assault with the intent to inflict grievous bodily harm,2013,17
Free State,Oranjeville,Assault with the intent to inflict grievous bodily harm,2014,30
Free State,Oranjeville,Assault with the intent to inflict grievous bodily harm,2015,9
Free State,Oranjeville,Attempted murder,2005,4
Free State,Oranjeville,Attempted murder,2006,4
Free State,Oranjeville,Attempted murder,2007,0
Free State,Oranjeville,Attempted murder,2008,2
Free State,Oranjeville,Attempted murder,2009,3
Free State,Oranjeville,Attempted murder,2010,2
Free State,Oranjeville,Attempted murder,2011,3
Free State,Oranjeville,Attempted murder,2012,1
Free State,Oranjeville,Attempted murder,2013,5
Free State,Oranjeville,Attempted murder,2014,0
Free State,Oranjeville,Attempted murder,2015,3
Free State,Oranjeville,Bank robbery,2005,0
Free State,Oranjeville,Bank robbery,2006,0
Free State,Oranjeville,Bank robbery,2007,0
Free State,Oranjeville,Bank robbery,2008,0
Free State,Oranjeville,Bank robbery,2009,0
Free State,Oranjeville,Bank robbery,2010,0
Free State,Oranjeville,Bank robbery,2011,0
Free State,Oranjeville,Bank robbery,2012,0
Free State,Oranjeville,Bank robbery,2013,0
Free State,Oranjeville,Bank robbery,2014,0
Free State,Oranjeville,Bank robbery,2015,0
Free State,Oranjeville,Burglary at non-residential premises,2005,4
Free State,Oranjeville,Burglary at non-residential premises,2006,6
Free State,Oranjeville,Burglary at non-residential premises,2007,2
Free State,Oranjeville,Burglary at non-residential premises,2008,9
Free State,Oranjeville,Burglary at non-residential premises,2009,5
Free State,Oranjeville,Burglary at non-residential premises,2010,7
Free State,Oranjeville,Burglary at non-residential premises,2011,5
Free State,Oranjeville,Burglary at non-residential premises,2012,7
Free State,Oranjeville,Burglary at non-residential premises,2013,7
Free State,Oranjeville,Burglary at non-residential premises,2014,11
Free State,Oranjeville,Burglary at non-residential premises,2015,9
Free State,Oranjeville,Burglary at residential premises,2005,70
Free State,Oranjeville,Burglary at residential premises,2006,44
Free State,Oranjeville,Burglary at residential premises,2007,40
Free State,Oranjeville,Burglary at residential premises,2008,50
Free State,Oranjeville,Burglary at residential premises,2009,41
Free State,Oranjeville,Burglary at residential premises,2010,37
Free State,Oranjeville,Burglary at residential premises,2011,18
Free State,Oranjeville,Burglary at residential premises,2012,42
Free State,Oranjeville,Burglary at residential premises,2013,32
Free State,Oranjeville,Burglary at residential premises,2014,22
Free State,Oranjeville,Burglary at residential premises,2015,18
Free State,Oranjeville,Carjacking,2005,0
Free State,Oranjeville,Carjacking,2006,0
Free State,Oranjeville,Carjacking,2007,0
Free State,Oranjeville,Carjacking,2008,0
Free State,Oranjeville,Carjacking,2009,0
Free State,Oranjeville,Carjacking,2010,0
Free State,Oranjeville,Carjacking,2011,1
Free State,Oranjeville,Carjacking,2012,0
Free State,Oranjeville,Carjacking,2013,0
Free State,Oranjeville,Carjacking,2014,1
Free State,Oranjeville,Carjacking,2015,0
Free State,Oranjeville,Commercial crime,2005,2
Free State,Oranjeville,Commercial crime,2006,1
Free State,Oranjeville,Commercial crime,2007,1
Free State,Oranjeville,Commercial crime,2008,1
Free State,Oranjeville,Commercial crime,2009,5
Free State,Oranjeville,Commercial crime,2010,0
Free State,Oranjeville,Commercial crime,2011,5
Free State,Oranjeville,Commercial crime,2012,2
Free State,Oranjeville,Commercial crime,2013,3
Free State,Oranjeville,Commercial crime,2014,1
Free State,Oranjeville,Commercial crime,2015,1
Free State,Oranjeville,Common assault,2005,61
Free State,Oranjeville,Common assault,2006,88
Free State,Oranjeville,Common assault,2007,72
Free State,Oranjeville,Common assault,2008,77
Free State,Oranjeville,Common assault,2009,46
Free State,Oranjeville,Common assault,2010,37
Free State,Oranjeville,Common assault,2011,49
Free State,Oranjeville,Common assault,2012,49
Free State,Oranjeville,Common assault,2013,49
Free State,Oranjeville,Common assault,2014,41
Free State,Oranjeville,Common assault,2015,37
Free State,Oranjeville,Common robbery,2005,1
Free State,Oranjeville,Common robbery,2006,2
Free State,Oranjeville,Common robbery,2007,0
Free State,Oranjeville,Common robbery,2008,2
Free State,Oranjeville,Common robbery,2009,1
Free State,Oranjeville,Common robbery,2010,2
Free State,Oranjeville,Common robbery,2011,1
Free State,Oranjeville,Common robbery,2012,2
Free State,Oranjeville,Common robbery,2013,0
Free State,Oranjeville,Common robbery,2014,1
Free State,Oranjeville,Common robbery,2015,3
Free State,Oranjeville,Driving under the influence of alcohol or drugs,2005,1
Free State,Oranjeville,Driving under the influence of alcohol or drugs,2006,5
Free State,Oranjeville,Driving under the influence of alcohol or drugs,2007,6
Free State,Oranjeville,Driving under the influence of alcohol or drugs,2008,3
Free State,Oranjeville,Driving under the influence of alcohol or drugs,2009,5
Free State,Oranjeville,Driving under the influence of alcohol or drugs,2010,2
Free State,Oranjeville,Driving under the influence of alcohol or drugs,2011,3
Free State,Oranjeville,Driving under the influence of alcohol or drugs,2012,3
Free State,Oranjeville,Driving under the influence of alcohol or drugs,2013,7
Free State,Oranjeville,Driving under the influence of alcohol or drugs,2014,10
Free State,Oranjeville,Driving under the influence of alcohol or drugs,2015,13
Free State,Oranjeville,Drug-related crime,2005,2
Free State,Oranjeville,Drug-related crime,2006,4
Free State,Oranjeville,Drug-related crime,2007,2
Free State,Oranjeville,Drug-related crime,2008,6
Free State,Oranjeville,Drug-related crime,2009,14
Free State,Oranjeville,Drug-related crime,2010,10
Free State,Oranjeville,Drug-related crime,2011,19
Free State,Oranjeville,Drug-related crime,2012,22
Free State,Oranjeville,Drug-related crime,2013,27
Free State,Oranjeville,Drug-related crime,2014,30
Free State,Oranjeville,Drug-related crime,2015,25
Free State,Oranjeville,Illegal possession of firearms and ammunition,2005,2
Free State,Oranjeville,Illegal possession of firearms and ammunition,2006,0
Free State,Oranjeville,Illegal possession of firearms and ammunition,2007,0
Free State,Oranjeville,Illegal possession of firearms and ammunition,2008,0
Free State,Oranjeville,Illegal possession of firearms and ammunition,2009,1
Free State,Oranjeville,Illegal possession of firearms and ammunition,2010,0
Free State,Oranjeville,Illegal possession of firearms and ammunition,2011,2
Free State,Oranjeville,Illegal possession of firearms and ammunition,2012,2
Free State,Oranjeville,Illegal possession of firearms and ammunition,2013,0
Free State,Oranjeville,Illegal possession of firearms and ammunition,2014,0
Free State,Oranjeville,Illegal possession of firearms and ammunition,2015,2
Free State,Oranjeville,Malicious damage to property,2005,25
Free State,Oranjeville,Malicious damage to property,2006,19
Free State,Oranjeville,Malicious damage to property,2007,18
Free State,Oranjeville,Malicious damage to property,2008,16
Free State,Oranjeville,Malicious damage to property,2009,11
Free State,Oranjeville,Malicious damage to property,2010,10
Free State,Oranjeville,Malicious damage to property,2011,3
Free State,Oranjeville,Malicious damage to property,2012,13
Free State,Oranjeville,Malicious damage to property,2013,11
Free State,Oranjeville,Malicious damage to property,2014,7
Free State,Oranjeville,Malicious damage to property,2015,8
Free State,Oranjeville,Murder,2005,0
Free State,Oranjeville,Murder,2006,2
Free State,Oranjeville,Murder,2007,0
Free State,Oranjeville,Murder,2008,0
Free State,Oranjeville,Murder,2009,1
Free State,Oranjeville,Murder,2010,0
Free State,Oranjeville,Murder,2011,2
Free State,Oranjeville,Murder,2012,1
Free State,Oranjeville,Murder,2013,1
Free State,Oranjeville,Murder,2014,1
Free State,Oranjeville,Murder,2015,0
Free State,Oranjeville,Robbery at non-residential premises,2005,0
Free State,Oranjeville,Robbery at non-residential premises,2006,0
Free State,Oranjeville,Robbery at non-residential premises,2007,0
Free State,Oranjeville,Robbery at non-residential premises,2008,3
Free State,Oranjeville,Robbery at non-residential premises,2009,0
Free State,Oranjeville,Robbery at non-residential premises,2010,1
Free State,Oranjeville,Robbery at non-residential premises,2011,2
Free State,Oranjeville,Robbery at non-residential premises,2012,1
Free State,Oranjeville,Robbery at non-residential premises,2013,0
Free State,Oranjeville,Robbery at non-residential premises,2014,1
Free State,Oranjeville,Robbery at non-residential premises,2015,3
Free State,Oranjeville,Robbery at residential premises,2005,0
Free State,Oranjeville,Robbery at residential premises,2006,0
Free State,Oranjeville,Robbery at residential premises,2007,0
Free State,Oranjeville,Robbery at residential premises,2008,0
Free State,Oranjeville,Robbery at residential premises,2009,0
Free State,Oranjeville,Robbery at residential premises,2010,0
Free State,Oranjeville,Robbery at residential premises,2011,1
Free State,Oranjeville,Robbery at residential premises,2012,0
Free State,Oranjeville,Robbery at residential premises,2013,0
Free State,Oranjeville,Robbery at residential premises,2014,1
Free State,Oranjeville,Robbery at residential premises,2015,1
Free State,Oranjeville,Robbery of cash in transit,2005,0
Free State,Oranjeville,Robbery of cash in transit,2006,0
Free State,Oranjeville,Robbery of cash in transit,2007,0
Free State,Oranjeville,Robbery of cash in transit,2008,0
Free State,Oranjeville,Robbery of cash in transit,2009,0
Free State,Oranjeville,Robbery of cash in transit,2010,0
Free State,Oranjeville,Robbery of cash in transit,2011,0
Free State,Oranjeville,Robbery of cash in transit,2012,0
Free State,Oranjeville,Robbery of cash in transit,2013,0
Free State,Oranjeville,Robbery of cash in transit,2014,0
Free State,Oranjeville,Robbery of cash in transit,2015,0
Free State,Oranjeville,Robbery with aggravating circumstances,2005,2
Free State,Oranjeville,Robbery with aggravating circumstances,2006,0
Free State,Oranjeville,Robbery with aggravating circumstances,2007,1
Free State,Oranjeville,Robbery with aggravating circumstances,2008,5
Free State,Oranjeville,Robbery with aggravating circumstances,2009,0
Free State,Oranjeville,Robbery with aggravating circumstances,2010,4
Free State,Oranjeville,Robbery with aggravating circumstances,2011,5
Free State,Oranjeville,Robbery with aggravating circumstances,2012,1
Free State,Oranjeville,Robbery with aggravating circumstances,2013,0
Free State,Oranjeville,Robbery with aggravating circumstances,2014,4
Free State,Oranjeville,Robbery with aggravating circumstances,2015,4
Free State,Oranjeville,Sexual Offences,2005,4
Free State,Oranjeville,Sexual Offences,2006,8
Free State,Oranjeville,Sexual Offences,2007,6
Free State,Oranjeville,Sexual Offences,2008,10
Free State,Oranjeville,Sexual Offences,2009,14
Free State,Oranjeville,Sexual Offences,2010,8
Free State,Oranjeville,Sexual Offences,2011,3
Free State,Oranjeville,Sexual Offences,2012,8
Free State,Oranjeville,Sexual Offences,2013,26
Free State,Oranjeville,Sexual Offences,2014,6
Free State,Oranjeville,Sexual Offences,2015,4
Free State,Oranjeville,Sexual offences as result of police action,2005,0
Free State,Oranjeville,Sexual offences as result of police action,2006,0
Free State,Oranjeville,Sexual offences as result of police action,2007,0
Free State,Oranjeville,Sexual offences as result of police action,2008,0
Free State,Oranjeville,Sexual offences as result of police action,2009,0
Free State,Oranjeville,Sexual offences as result of police action,2010,0
Free State,Oranjeville,Sexual offences as result of police action,2011,0
Free State,Oranjeville,Sexual offences as result of police action,2012,0
Free State,Oranjeville,Sexual offences as result of police action,2013,0
Free State,Oranjeville,Sexual offences as result of police action,2014,0
Free State,Oranjeville,Sexual offences as result of police action,2015,0
Free State,Oranjeville,Shoplifting,2005,0
Free State,Oranjeville,Shoplifting,2006,0
Free State,Oranjeville,Shoplifting,2007,1
Free State,Oranjeville,Shoplifting,2008,0
Free State,Oranjeville,Shoplifting,2009,0
Free State,Oranjeville,Shoplifting,2010,0
Free State,Oranjeville,Shoplifting,2011,0
Free State,Oranjeville,Shoplifting,2012,1
Free State,Oranjeville,Shoplifting,2013,0
Free State,Oranjeville,Shoplifting,2014,0
Free State,Oranjeville,Shoplifting,2015,0
Free State,Oranjeville,Stock-theft,2005,15
Free State,Oranjeville,Stock-theft,2006,17
Free State,Oranjeville,Stock-theft,2007,11
Free State,Oranjeville,Stock-theft,2008,6
Free State,Oranjeville,Stock-theft,2009,6
Free State,Oranjeville,Stock-theft,2010,17
Free State,Oranjeville,Stock-theft,2011,8
Free State,Oranjeville,Stock-theft,2012,4
Free State,Oranjeville,Stock-theft,2013,10
Free State,Oranjeville,Stock-theft,2014,20
Free State,Oranjeville,Stock-theft,2015,15
Free State,Oranjeville,Theft of motor vehicle and motorcycle,2005,3
Free State,Oranjeville,Theft of motor vehicle and motorcycle,2006,1
Free State,Oranjeville,Theft of motor vehicle and motorcycle,2007,2
Free State,Oranjeville,Theft of motor vehicle and motorcycle,2008,4
Free State,Oranjeville,Theft of motor vehicle and motorcycle,2009,1
Free State,Oranjeville,Theft of motor vehicle and motorcycle,2010,4
Free State,Oranjeville,Theft of motor vehicle and motorcycle,2011,4
Free State,Oranjeville,Theft of motor vehicle and motorcycle,2012,2
Free State,Oranjeville,Theft of motor vehicle and motorcycle,2013,1
Free State,Oranjeville,Theft of motor vehicle and motorcycle,2014,3
Free State,Oranjeville,Theft of motor vehicle and motorcycle,2015,3
Free State,Oranjeville,Theft out of or from motor vehicle,2005,12
Free State,Oranjeville,Theft out of or from motor vehicle,2006,3
Free State,Oranjeville,Theft out of or from motor vehicle,2007,2
Free State,Oranjeville,Theft out of or from motor vehicle,2008,4
Free State,Oranjeville,Theft out of or from motor vehicle,2009,1
Free State,Oranjeville,Theft out of or from motor vehicle,2010,2
Free State,Oranjeville,Theft out of or from motor vehicle,2011,2
Free State,Oranjeville,Theft out of or from motor vehicle,2012,1
Free State,Oranjeville,Theft out of or from motor vehicle,2013,3
Free State,Oranjeville,Theft out of or from motor vehicle,2014,2
Free State,Oranjeville,Theft out of or from motor vehicle,2015,2
Free State,Oranjeville,Truck hijacking,2005,0
Free State,Oranjeville,Truck hijacking,2006,0
Free State,Oranjeville,Truck hijacking,2007,0
Free State,Oranjeville,Truck hijacking,2008,0
Free State,Oranjeville,Truck hijacking,2009,0
Free State,Oranjeville,Truck hijacking,2010,1
Free State,Oranjeville,Truck hijacking,2011,0
Free State,Oranjeville,Truck hijacking,2012,0
Free State,Oranjeville,Truck hijacking,2013,0
Free State,Oranjeville,Truck hijacking,2014,0
Free State,Oranjeville,Truck hijacking,2015,0
Free State,Park Road,All theft not mentioned elsewhere,2005,5108
Free State,Park Road,All theft not mentioned elsewhere,2006,4282
Free State,Park Road,All theft not mentioned elsewhere,2007,3834
Free State,Park Road,All theft not mentioned elsewhere,2008,3316
Free State,Park Road,All theft not mentioned elsewhere,2009,3101
Free State,Park Road,All theft not mentioned elsewhere,2010,3013
Free State,Park Road,All theft not mentioned elsewhere,2011,2679
Free State,Park Road,All theft not mentioned elsewhere,2012,3116
Free State,Park Road,All theft not mentioned elsewhere,2013,2927
Free State,Park Road,All theft not mentioned elsewhere,2014,2297
Free State,Park Road,All theft not mentioned elsewhere,2015,2103
Free State,Park Road,Arson,2005,5
Free State,Park Road,Arson,2006,7
Free State,Park Road,Arson,2007,12
Free State,Park Road,Arson,2008,6
Free State,Park Road,Arson,2009,10
Free State,Park Road,Arson,2010,8
Free State,Park Road,Arson,2011,4
Free State,Park Road,Arson,2012,5
Free State,Park Road,Arson,2013,2
Free State,Park Road,Arson,2014,9
Free State,Park Road,Arson,2015,5
Free State,Park Road,Assault with the intent to inflict grievous bodily harm,2005,391
Free State,Park Road,Assault with the intent to inflict grievous bodily harm,2006,306
Free State,Park Road,Assault with the intent to inflict grievous bodily harm,2007,385
