Province,Station,Category,Year,Cases
Northern Cape,Brandvlei,Bank robbery,2007,0
Northern Cape,Brandvlei,Bank robbery,2008,0
Northern Cape,Brandvlei,Bank robbery,2009,0
Northern Cape,Brandvlei,Bank robbery,2010,0
Northern Cape,Brandvlei,Bank robbery,2011,0
Northern Cape,Brandvlei,Bank robbery,2012,0
Northern Cape,Brandvlei,Bank robbery,2013,0
Northern Cape,Brandvlei,Bank robbery,2014,0
Northern Cape,Brandvlei,Bank robbery,2015,0
Northern Cape,Brandvlei,Burglary at non-residential premises,2005,2
Northern Cape,Brandvlei,Burglary at non-residential premises,2006,2
Northern Cape,Brandvlei,Burglary at non-residential premises,2007,2
Northern Cape,Brandvlei,Burglary at non-residential premises,2008,2
Northern Cape,Brandvlei,Burglary at non-residential premises,2009,8
Northern Cape,Brandvlei,Burglary at non-residential premises,2010,2
Northern Cape,Brandvlei,Burglary at non-residential premises,2011,3
Northern Cape,Brandvlei,Burglary at non-residential premises,2012,5
Northern Cape,Brandvlei,Burglary at non-residential premises,2013,6
Northern Cape,Brandvlei,Burglary at non-residential premises,2014,5
Northern Cape,Brandvlei,Burglary at non-residential premises,2015,2
Northern Cape,Brandvlei,Burglary at residential premises,2005,16
Northern Cape,Brandvlei,Burglary at residential premises,2006,3
Northern Cape,Brandvlei,Burglary at residential premises,2007,2
Northern Cape,Brandvlei,Burglary at residential premises,2008,5
Northern Cape,Brandvlei,Burglary at residential premises,2009,4
Northern Cape,Brandvlei,Burglary at residential premises,2010,0
Northern Cape,Brandvlei,Burglary at residential premises,2011,5
Northern Cape,Brandvlei,Burglary at residential premises,2012,4
Northern Cape,Brandvlei,Burglary at residential premises,2013,4
Northern Cape,Brandvlei,Burglary at residential premises,2014,6
Northern Cape,Brandvlei,Burglary at residential premises,2015,9
Northern Cape,Brandvlei,Carjacking,2005,0
Northern Cape,Brandvlei,Carjacking,2006,0
Northern Cape,Brandvlei,Carjacking,2007,0
Northern Cape,Brandvlei,Carjacking,2008,0
Northern Cape,Brandvlei,Carjacking,2009,0
Northern Cape,Brandvlei,Carjacking,2010,0
Northern Cape,Brandvlei,Carjacking,2011,0
Northern Cape,Brandvlei,Carjacking,2012,0
Northern Cape,Brandvlei,Carjacking,2013,0
Northern Cape,Brandvlei,Carjacking,2014,0
Northern Cape,Brandvlei,Carjacking,2015,0
Northern Cape,Brandvlei,Commercial crime,2005,0
Northern Cape,Brandvlei,Commercial crime,2006,1
Northern Cape,Brandvlei,Commercial crime,2007,2
Northern Cape,Brandvlei,Commercial crime,2008,0
Northern Cape,Brandvlei,Commercial crime,2009,0
Northern Cape,Brandvlei,Commercial crime,2010,3
Northern Cape,Brandvlei,Commercial crime,2011,0
Northern Cape,Brandvlei,Commercial crime,2012,1
Northern Cape,Brandvlei,Commercial crime,2013,1
Northern Cape,Brandvlei,Commercial crime,2014,0
Northern Cape,Brandvlei,Commercial crime,2015,0
Northern Cape,Brandvlei,Common assault,2005,16
Northern Cape,Brandvlei,Common assault,2006,17
Northern Cape,Brandvlei,Common assault,2007,23
Northern Cape,Brandvlei,Common assault,2008,14
Northern Cape,Brandvlei,Common assault,2009,19
Northern Cape,Brandvlei,Common assault,2010,15
Northern Cape,Brandvlei,Common assault,2011,20
Northern Cape,Brandvlei,Common assault,2012,10
Northern Cape,Brandvlei,Common assault,2013,14
Northern Cape,Brandvlei,Common assault,2014,20
Northern Cape,Brandvlei,Common assault,2015,14
Northern Cape,Brandvlei,Common robbery,2005,2
Northern Cape,Brandvlei,Common robbery,2006,0
Northern Cape,Brandvlei,Common robbery,2007,1
Northern Cape,Brandvlei,Common robbery,2008,0
Northern Cape,Brandvlei,Common robbery,2009,0
Northern Cape,Brandvlei,Common robbery,2010,0
Northern Cape,Brandvlei,Common robbery,2011,0
Northern Cape,Brandvlei,Common robbery,2012,0
Northern Cape,Brandvlei,Common robbery,2013,0
Northern Cape,Brandvlei,Common robbery,2014,0
Northern Cape,Brandvlei,Common robbery,2015,3
Northern Cape,Brandvlei,Driving under the influence of alcohol or drugs,2005,4
Northern Cape,Brandvlei,Driving under the influence of alcohol or drugs,2006,6
Northern Cape,Brandvlei,Driving under the influence of alcohol or drugs,2007,2
Northern Cape,Brandvlei,Driving under the influence of alcohol or drugs,2008,0
Northern Cape,Brandvlei,Driving under the influence of alcohol or drugs,2009,2
Northern Cape,Brandvlei,Driving under the influence of alcohol or drugs,2010,0
Northern Cape,Brandvlei,Driving under the influence of alcohol or drugs,2011,3
Northern Cape,Brandvlei,Driving under the influence of alcohol or drugs,2012,1
Northern Cape,Brandvlei,Driving under the influence of alcohol or drugs,2013,1
Northern Cape,Brandvlei,Driving under the influence of alcohol or drugs,2014,0
Northern Cape,Brandvlei,Driving under the influence of alcohol or drugs,2015,0
Northern Cape,Brandvlei,Drug-related crime,2005,6
Northern Cape,Brandvlei,Drug-related crime,2006,7
Northern Cape,Brandvlei,Drug-related crime,2007,12
Northern Cape,Brandvlei,Drug-related crime,2008,7
Northern Cape,Brandvlei,Drug-related crime,2009,22
Northern Cape,Brandvlei,Drug-related crime,2010,23
Northern Cape,Brandvlei,Drug-related crime,2011,18
Northern Cape,Brandvlei,Drug-related crime,2012,59
Northern Cape,Brandvlei,Drug-related crime,2013,54
Northern Cape,Brandvlei,Drug-related crime,2014,56
Northern Cape,Brandvlei,Drug-related crime,2015,46
Northern Cape,Brandvlei,Illegal possession of firearms and ammunition,2005,0
Northern Cape,Brandvlei,Illegal possession of firearms and ammunition,2006,0
Northern Cape,Brandvlei,Illegal possession of firearms and ammunition,2007,0
Northern Cape,Brandvlei,Illegal possession of firearms and ammunition,2008,0
